order_id,order_date,supplier,shipping_mode,product_category,order_value_eur,promised_lead_time_days,actual_lead_time_days,is_delayed,delay_days,is_defective,is_otif
ORD-11262,2025-02-20,Supplier B (China),Express Courier,Industrial Components,7197.51,14,17,True,3,False,False
ORD-11263,2025-04-07,Supplier E (Vietnam),Air Freight,Electronics,5884.53,30,40,True,10,False,False
ORD-11264,2025-04-02,Supplier D (India),Express Courier,Heavy Machinery,9230.95,14,19,True,5,False,False
ORD-11265,2025-09-21,Supplier D (India),Ocean Cargo,Electronics,4030.01,30,30,False,0,False,True
ORD-11266,2025-10-18,Supplier A (Germany),Air Freight,Industrial Components,2892.76,7,7,False,0,False,True
ORD-11267,2025-04-06,Supplier D (India),Air Freight,Electronics,1449.45,7,7,False,0,False,True
ORD-11268,2025-03-29,Supplier D (India),Ocean Cargo,Raw Materials,3736.08,30,31,True,1,False,False
ORD-11269,2025-03-19,Supplier C (USA),Rail Freight,Raw Materials,10108.66,45,43,False,0,False,True
ORD-11270,2025-10-15,Supplier E (Vietnam),Air Freight,Electronics,2317.31,7,7,False,0,False,True
ORD-11271,2025-04-30,Supplier B (China),Air Freight,Industrial Components,5986.98,7,18,True,11,False,False
ORD-11272,2025-10-29,Supplier E (Vietnam),Ocean Cargo,Industrial Components,4453.8,21,23,True,2,False,False
ORD-11273,2025-06-14,Supplier E (Vietnam),Ocean Cargo,Raw Materials,2991.19,7,6,False,0,False,True
ORD-11274,2025-07-01,Supplier A (Germany),Ocean Cargo,Industrial Components,1116.07,21,21,False,0,False,True
ORD-11275,2025-08-11,Supplier B (China),Ocean Cargo,Electronics,14622.02,7,14,True,7,False,False
ORD-11276,2025-11-07,Supplier E (Vietnam),Air Freight,Heavy Machinery,7433.5,7,5,False,0,False,True
ORD-11277,2025-01-07,Supplier A (Germany),Rail Freight,Electronics,41449.47,45,47,True,2,True,False
ORD-11278,2025-11-26,Supplier B (China),Ocean Cargo,Raw Materials,11655.46,45,44,False,0,False,True
ORD-11279,2025-09-20,Supplier E (Vietnam),Air Freight,Raw Materials,14363.35,7,9,True,2,False,False
ORD-11280,2025-06-10,Supplier C (USA),Express Courier,Raw Materials,1212.59,30,32,True,2,False,False
ORD-11281,2025-05-31,Supplier A (Germany),Ocean Cargo,Industrial Components,1195.75,30,36,True,6,False,False
ORD-11282,2025-03-26,Supplier C (USA),Ocean Cargo,Electronics,5083.98,7,6,False,0,False,True
ORD-11283,2025-05-27,Supplier A (Germany),Ocean Cargo,Heavy Machinery,1961.58,30,33,True,3,False,False
ORD-11284,2025-04-22,Supplier B (China),Air Freight,Electronics,2849.7,7,21,True,14,False,False
ORD-11285,2025-02-05,Supplier A (Germany),Ocean Cargo,Heavy Machinery,37086.61,45,45,False,0,False,True
ORD-11286,2025-10-12,Supplier C (USA),Express Courier,Electronics,12732.35,14,16,True,2,False,False
ORD-11287,2025-07-07,Supplier B (China),Air Freight,Raw Materials,2325.0,21,26,True,5,False,False
ORD-11288,2025-03-23,Supplier D (India),Ocean Cargo,Heavy Machinery,740.34,30,31,True,1,False,False
ORD-11289,2025-01-02,Supplier C (USA),Express Courier,Electronics,2173.4,30,28,False,0,False,True
ORD-11290,2025-10-30,Supplier B (China),Rail Freight,Industrial Components,3147.12,45,43,False,0,True,False
ORD-11291,2025-07-16,Supplier C (USA),Ocean Cargo,Industrial Components,3800.88,30,37,True,7,False,False
ORD-11292,2025-01-11,Supplier A (Germany),Ocean Cargo,Electronics,1766.51,7,8,True,1,False,False
ORD-11293,2025-08-22,Supplier C (USA),Ocean Cargo,Raw Materials,12135.38,7,8,True,1,False,False
ORD-11294,2025-07-14,Supplier A (Germany),Rail Freight,Heavy Machinery,2781.74,14,17,True,3,False,False
ORD-11295,2025-04-29,Supplier E (Vietnam),Express Courier,Electronics,8257.38,14,12,False,0,False,True
ORD-11296,2025-01-20,Supplier A (Germany),Air Freight,Industrial Components,5131.28,14,15,True,1,False,False
ORD-11297,2025-09-18,Supplier B (China),Ocean Cargo,Heavy Machinery,10412.7,7,7,False,0,False,True
ORD-11298,2025-10-20,Supplier C (USA),Ocean Cargo,Industrial Components,4062.95,14,16,True,2,False,False
ORD-11299,2025-09-13,Supplier B (China),Express Courier,Industrial Components,2344.93,14,17,True,3,True,False
ORD-11300,2025-08-10,Supplier A (Germany),Ocean Cargo,Electronics,3044.62,7,10,True,3,False,False
ORD-11301,2025-08-14,Supplier C (USA),Ocean Cargo,Industrial Components,3079.16,45,48,True,3,False,False
ORD-11302,2025-02-22,Supplier C (USA),Rail Freight,Heavy Machinery,25633.12,30,28,False,0,False,True
ORD-11303,2025-12-21,Supplier D (India),Air Freight,Raw Materials,5224.97,21,22,True,1,False,False
ORD-11304,2025-12-08,Supplier B (China),Air Freight,Electronics,4933.02,7,6,False,0,False,True
ORD-11305,2025-12-30,Supplier C (USA),Ocean Cargo,Heavy Machinery,9952.92,7,6,False,0,False,True
ORD-11306,2025-10-07,Supplier B (China),Ocean Cargo,Electronics,4914.49,21,19,False,0,False,True
ORD-11307,2025-03-22,Supplier C (USA),Air Freight,Industrial Components,12056.28,21,22,True,1,False,False
ORD-11308,2025-07-21,Supplier C (USA),Air Freight,Industrial Components,3649.47,14,13,False,0,False,True
ORD-11309,2025-06-07,Supplier B (China),Ocean Cargo,Heavy Machinery,3364.68,21,23,True,2,False,False
ORD-11310,2025-04-30,Supplier A (Germany),Express Courier,Heavy Machinery,2243.47,30,33,True,3,False,False
ORD-11311,2025-02-28,Supplier A (Germany),Ocean Cargo,Raw Materials,21591.13,30,34,True,4,False,False
ORD-11312,2025-08-03,Supplier A (Germany),Ocean Cargo,Heavy Machinery,4647.76,30,29,False,0,False,True
ORD-11313,2025-05-08,Supplier A (Germany),Air Freight,Heavy Machinery,1921.32,30,29,False,0,False,True
ORD-11314,2025-08-12,Supplier B (China),Express Courier,Electronics,5752.91,30,30,False,0,False,True
ORD-11315,2025-07-28,Supplier C (USA),Express Courier,Industrial Components,2921.81,14,16,True,2,False,False
ORD-11316,2025-04-25,Supplier A (Germany),Ocean Cargo,Heavy Machinery,3598.67,7,7,False,0,False,True
ORD-11317,2025-07-28,Supplier E (Vietnam),Air Freight,Raw Materials,6301.88,21,23,True,2,False,False
ORD-11318,2025-01-14,Supplier A (Germany),Air Freight,Heavy Machinery,16593.86,7,8,True,1,False,False
ORD-11319,2025-01-09,Supplier D (India),Air Freight,Industrial Components,5330.86,21,36,True,15,False,False
ORD-11320,2025-02-09,Supplier C (USA),Ocean Cargo,Heavy Machinery,2782.68,14,22,True,8,False,False
ORD-11321,2025-08-25,Supplier B (China),Express Courier,Electronics,3281.54,14,19,True,5,False,False
ORD-11322,2025-10-08,Supplier A (Germany),Express Courier,Industrial Components,8309.53,45,47,True,2,False,False
ORD-11323,2025-12-25,Supplier C (USA),Ocean Cargo,Heavy Machinery,1025.9,45,46,True,1,False,False
ORD-11324,2025-07-20,Supplier B (China),Express Courier,Electronics,2134.22,14,24,True,10,False,False
ORD-11325,2025-09-03,Supplier E (Vietnam),Rail Freight,Industrial Components,5826.18,14,17,True,3,False,False
ORD-11326,2025-10-05,Supplier B (China),Air Freight,Heavy Machinery,1254.72,21,20,False,0,False,True
ORD-11327,2025-08-23,Supplier E (Vietnam),Ocean Cargo,Electronics,3827.57,14,15,True,1,True,False
ORD-11328,2025-01-04,Supplier A (Germany),Rail Freight,Raw Materials,3352.25,7,5,False,0,False,True
ORD-11329,2025-06-03,Supplier D (India),Ocean Cargo,Electronics,9916.53,21,21,False,0,False,True
ORD-11330,2025-01-29,Supplier C (USA),Rail Freight,Raw Materials,4022.96,14,17,True,3,False,False
ORD-11331,2025-04-19,Supplier D (India),Rail Freight,Heavy Machinery,12699.95,21,22,True,1,False,False
ORD-11332,2025-04-08,Supplier A (Germany),Ocean Cargo,Electronics,5234.88,21,22,True,1,True,False
ORD-11333,2025-08-03,Supplier C (USA),Express Courier,Raw Materials,20356.61,30,32,True,2,False,False
ORD-11334,2025-10-20,Supplier B (China),Express Courier,Industrial Components,1619.72,45,45,False,0,False,True
ORD-11335,2025-03-16,Supplier D (India),Ocean Cargo,Electronics,17920.52,21,21,False,0,False,True
ORD-11336,2025-11-22,Supplier B (China),Ocean Cargo,Heavy Machinery,3537.23,21,23,True,2,False,False
ORD-11337,2025-05-26,Supplier D (India),Air Freight,Industrial Components,15981.06,30,35,True,5,False,False
ORD-11338,2025-05-08,Supplier A (Germany),Ocean Cargo,Raw Materials,12685.16,14,16,True,2,False,False
ORD-11339,2025-12-07,Supplier D (India),Ocean Cargo,Electronics,501.94,21,35,True,14,False,False
ORD-11340,2025-02-11,Supplier D (India),Air Freight,Electronics,7210.8,30,30,False,0,False,True
ORD-11341,2025-12-22,Supplier D (India),Air Freight,Heavy Machinery,10917.21,7,10,True,3,True,False
ORD-11342,2025-02-10,Supplier B (China),Air Freight,Industrial Components,14226.68,30,30,False,0,False,True
ORD-11343,2025-02-03,Supplier B (China),Express Courier,Electronics,1917.33,45,44,False,0,False,True
ORD-11344,2025-01-17,Supplier E (Vietnam),Rail Freight,Electronics,7881.51,45,63,True,18,False,False
ORD-11345,2025-06-14,Supplier A (Germany),Rail Freight,Industrial Components,5744.85,14,20,True,6,False,False
ORD-11346,2025-06-02,Supplier B (China),Ocean Cargo,Electronics,6940.49,14,13,False,0,False,True
ORD-11347,2025-03-17,Supplier C (USA),Express Courier,Industrial Components,10928.72,45,47,True,2,False,False
ORD-11348,2025-03-28,Supplier D (India),Express Courier,Industrial Components,12398.96,45,51,True,6,False,False
ORD-11349,2025-04-27,Supplier A (Germany),Ocean Cargo,Industrial Components,2908.54,21,31,True,10,False,False
ORD-11350,2025-12-28,Supplier C (USA),Ocean Cargo,Heavy Machinery,6077.42,45,43,False,0,False,True
ORD-11351,2025-12-08,Supplier D (India),Air Freight,Industrial Components,5079.2,14,12,False,0,False,True
ORD-11352,2025-01-27,Supplier A (Germany),Rail Freight,Industrial Components,4058.29,45,45,False,0,False,True
ORD-11353,2025-11-09,Supplier E (Vietnam),Ocean Cargo,Raw Materials,4380.77,14,15,True,1,False,False
ORD-11354,2025-10-14,Supplier A (Germany),Ocean Cargo,Raw Materials,5749.05,7,8,True,1,False,False
ORD-11355,2025-05-14,Supplier B (China),Ocean Cargo,Heavy Machinery,3036.36,45,45,False,0,False,True
ORD-11356,2025-08-07,Supplier A (Germany),Ocean Cargo,Industrial Components,9960.97,14,15,True,1,False,False
ORD-11357,2025-06-17,Supplier A (Germany),Air Freight,Raw Materials,13567.69,30,28,False,0,False,True
ORD-11358,2025-04-08,Supplier E (Vietnam),Ocean Cargo,Raw Materials,2549.21,21,28,True,7,False,False
ORD-11359,2025-09-25,Supplier B (China),Air Freight,Electronics,14110.35,14,19,True,5,False,False
ORD-11360,2025-08-25,Supplier B (China),Express Courier,Industrial Components,2553.05,45,48,True,3,False,False
ORD-11361,2025-11-05,Supplier A (Germany),Ocean Cargo,Raw Materials,10079.2,45,48,True,3,False,False
ORD-11362,2025-06-22,Supplier C (USA),Ocean Cargo,Heavy Machinery,14089.47,7,11,True,4,False,False
ORD-11363,2025-07-09,Supplier C (USA),Ocean Cargo,Electronics,4556.87,30,32,True,2,False,False
ORD-11364,2025-05-02,Supplier B (China),Ocean Cargo,Electronics,2569.85,14,20,True,6,False,False
ORD-11365,2025-02-15,Supplier B (China),Ocean Cargo,Industrial Components,3068.84,30,34,True,4,True,False
ORD-11366,2025-03-05,Supplier D (India),Ocean Cargo,Industrial Components,6564.85,7,11,True,4,False,False
ORD-11367,2025-05-10,Supplier B (China),Express Courier,Electronics,23664.32,21,24,True,3,False,False
ORD-11368,2025-11-06,Supplier B (China),Express Courier,Heavy Machinery,1268.78,30,38,True,8,False,False
ORD-11369,2025-12-29,Supplier B (China),Express Courier,Industrial Components,5325.14,7,5,False,0,False,True
ORD-11370,2025-07-12,Supplier D (India),Air Freight,Industrial Components,4580.4,14,14,False,0,False,True
ORD-11371,2025-11-03,Supplier B (China),Ocean Cargo,Electronics,3411.07,21,26,True,5,False,False
ORD-11372,2025-06-30,Supplier B (China),Rail Freight,Electronics,4607.19,45,43,False,0,False,True
ORD-11373,2025-10-19,Supplier B (China),Ocean Cargo,Industrial Components,3185.11,7,7,False,0,False,True
ORD-11374,2025-10-09,Supplier E (Vietnam),Air Freight,Raw Materials,13286.77,45,46,True,1,False,False
ORD-11375,2025-01-29,Supplier B (China),Ocean Cargo,Industrial Components,14385.77,21,20,False,0,False,True
ORD-11376,2025-05-29,Supplier D (India),Air Freight,Raw Materials,5273.81,7,15,True,8,False,False
ORD-11377,2025-09-24,Supplier B (China),Air Freight,Electronics,4390.0,7,9,True,2,False,False
ORD-11378,2025-10-23,Supplier A (Germany),Rail Freight,Raw Materials,3312.87,21,24,True,3,False,False
ORD-11379,2025-01-11,Supplier D (India),Ocean Cargo,Heavy Machinery,5282.87,14,14,False,0,False,True
ORD-11380,2025-06-13,Supplier B (China),Air Freight,Electronics,21552.88,7,5,False,0,False,True
ORD-11381,2025-04-23,Supplier D (India),Rail Freight,Industrial Components,4523.37,21,25,True,4,False,False
ORD-11382,2025-07-06,Supplier E (Vietnam),Rail Freight,Industrial Components,2511.04,30,30,False,0,False,True
ORD-11383,2025-10-22,Supplier D (India),Ocean Cargo,Electronics,3575.25,45,52,True,7,False,False
ORD-11384,2025-08-20,Supplier A (Germany),Air Freight,Electronics,8980.19,7,7,False,0,False,True
ORD-11385,2025-08-15,Supplier D (India),Express Courier,Heavy Machinery,2767.81,30,31,True,1,False,False
ORD-11386,2025-11-06,Supplier B (China),Express Courier,Electronics,4784.01,7,6,False,0,False,True
ORD-11387,2025-04-08,Supplier D (India),Ocean Cargo,Industrial Components,7174.63,14,17,True,3,False,False
ORD-11388,2025-02-24,Supplier C (USA),Express Courier,Heavy Machinery,2941.01,21,22,True,1,False,False
ORD-11389,2025-04-21,Supplier D (India),Ocean Cargo,Industrial Components,1198.08,7,8,True,1,False,False
ORD-11390,2025-06-01,Supplier B (China),Air Freight,Raw Materials,2085.77,21,23,True,2,False,False
ORD-11391,2025-09-03,Supplier B (China),Ocean Cargo,Electronics,2472.5,7,11,True,4,False,False
ORD-11392,2025-03-10,Supplier A (Germany),Ocean Cargo,Raw Materials,4092.61,14,18,True,4,False,False
ORD-11393,2025-11-08,Supplier D (India),Express Courier,Industrial Components,5092.07,14,17,True,3,False,False
ORD-11394,2025-10-16,Supplier B (China),Ocean Cargo,Raw Materials,9499.18,30,35,True,5,False,False
ORD-11395,2025-09-07,Supplier B (China),Air Freight,Raw Materials,1841.24,14,19,True,5,False,False
ORD-11396,2025-02-05,Supplier D (India),Ocean Cargo,Industrial Components,8455.98,21,24,True,3,False,False
ORD-11397,2025-08-27,Supplier C (USA),Ocean Cargo,Industrial Components,3652.84,14,19,True,5,False,False
ORD-11398,2025-05-28,Supplier A (Germany),Ocean Cargo,Electronics,1177.99,7,8,True,1,False,False
ORD-11399,2025-08-15,Supplier C (USA),Ocean Cargo,Raw Materials,4968.43,14,21,True,7,False,False
ORD-11400,2025-09-01,Supplier B (China),Ocean Cargo,Heavy Machinery,14087.09,21,20,False,0,False,True
ORD-11401,2025-12-03,Supplier B (China),Express Courier,Heavy Machinery,9961.59,7,13,True,6,False,False
ORD-11402,2025-12-31,Supplier A (Germany),Air Freight,Industrial Components,4623.85,30,29,False,0,False,True
ORD-11403,2025-07-20,Supplier A (Germany),Ocean Cargo,Industrial Components,12095.84,30,31,True,1,False,False
ORD-11404,2025-06-03,Supplier B (China),Express Courier,Raw Materials,5731.76,30,33,True,3,False,False
ORD-11405,2025-03-14,Supplier D (India),Ocean Cargo,Industrial Components,10774.65,7,9,True,2,False,False
ORD-11406,2025-07-20,Supplier A (Germany),Ocean Cargo,Heavy Machinery,1300.78,30,34,True,4,False,False
ORD-11407,2025-10-23,Supplier B (China),Rail Freight,Electronics,1808.52,14,16,True,2,False,False
ORD-11408,2025-01-17,Supplier E (Vietnam),Air Freight,Electronics,8806.35,7,6,False,0,False,True
ORD-11409,2025-05-09,Supplier A (Germany),Air Freight,Raw Materials,16838.55,7,11,True,4,False,False
ORD-11410,2025-08-05,Supplier B (China),Ocean Cargo,Electronics,6862.57,7,11,True,4,False,False
ORD-11411,2025-03-02,Supplier D (India),Air Freight,Industrial Components,3301.49,45,46,True,1,False,False
ORD-11412,2025-04-14,Supplier E (Vietnam),Rail Freight,Industrial Components,2488.88,21,20,False,0,False,True
ORD-11413,2025-02-11,Supplier D (India),Air Freight,Industrial Components,3819.02,45,51,True,6,False,False
ORD-11414,2025-01-25,Supplier D (India),Express Courier,Industrial Components,12976.69,45,50,True,5,False,False
ORD-11415,2025-02-08,Supplier D (India),Express Courier,Raw Materials,3736.78,45,46,True,1,False,False
ORD-11416,2025-10-18,Supplier B (China),Air Freight,Electronics,11364.04,21,24,True,3,False,False
ORD-11417,2025-05-11,Supplier D (India),Ocean Cargo,Heavy Machinery,8283.81,45,46,True,1,False,False
ORD-11418,2025-08-17,Supplier A (Germany),Air Freight,Electronics,19363.41,30,33,True,3,False,False
ORD-11419,2025-04-18,Supplier E (Vietnam),Ocean Cargo,Industrial Components,5768.74,7,8,True,1,False,False
ORD-11420,2025-06-21,Supplier B (China),Air Freight,Heavy Machinery,4723.58,7,10,True,3,False,False
ORD-11421,2025-04-12,Supplier C (USA),Rail Freight,Raw Materials,11826.97,14,18,True,4,False,False
ORD-11422,2025-12-20,Supplier B (China),Rail Freight,Industrial Components,2325.73,30,28,False,0,False,True
ORD-11423,2025-01-12,Supplier D (India),Air Freight,Industrial Components,3445.37,21,23,True,2,False,False
ORD-11424,2025-10-02,Supplier A (Germany),Air Freight,Heavy Machinery,1281.77,7,7,False,0,False,True
ORD-11425,2025-04-11,Supplier D (India),Express Courier,Raw Materials,1801.8,45,43,False,0,False,True
ORD-11426,2025-02-13,Supplier D (India),Air Freight,Heavy Machinery,22895.54,14,13,False,0,False,True
ORD-11427,2025-11-01,Supplier A (Germany),Express Courier,Raw Materials,8551.41,14,12,False,0,True,False
ORD-11428,2025-01-17,Supplier D (India),Ocean Cargo,Industrial Components,1641.62,7,7,False,0,False,True
ORD-11429,2025-11-26,Supplier D (India),Ocean Cargo,Electronics,12782.89,30,31,True,1,False,False
ORD-11430,2025-02-26,Supplier C (USA),Express Courier,Industrial Components,2799.07,14,14,False,0,False,True
ORD-11431,2025-11-07,Supplier B (China),Ocean Cargo,Electronics,8207.15,7,9,True,2,False,False
ORD-11432,2025-10-30,Supplier B (China),Rail Freight,Electronics,8109.66,30,37,True,7,False,False
ORD-11433,2025-01-12,Supplier A (Germany),Rail Freight,Raw Materials,18620.02,7,10,True,3,False,False
ORD-11434,2025-11-14,Supplier B (China),Air Freight,Heavy Machinery,3196.51,7,7,False,0,False,True
ORD-11435,2025-03-21,Supplier E (Vietnam),Air Freight,Raw Materials,2718.45,30,34,True,4,False,False
ORD-11436,2025-08-04,Supplier A (Germany),Rail Freight,Industrial Components,571.79,30,30,False,0,False,True
ORD-11437,2025-12-05,Supplier D (India),Rail Freight,Heavy Machinery,4458.56,30,29,False,0,False,True
ORD-11438,2025-09-21,Supplier B (China),Air Freight,Electronics,8780.28,7,5,False,0,False,True
ORD-11439,2025-05-29,Supplier B (China),Express Courier,Electronics,9794.53,14,15,True,1,False,False
ORD-11440,2025-03-22,Supplier D (India),Ocean Cargo,Industrial Components,13385.4,21,26,True,5,False,False
ORD-11441,2025-08-03,Supplier D (India),Air Freight,Heavy Machinery,6197.15,21,20,False,0,False,True
ORD-11442,2025-07-17,Supplier B (China),Express Courier,Industrial Components,7360.07,7,5,False,0,False,True
ORD-11443,2025-07-19,Supplier B (China),Air Freight,Industrial Components,5190.04,7,7,False,0,False,True
ORD-11444,2025-01-25,Supplier B (China),Rail Freight,Raw Materials,8655.62,14,15,True,1,False,False
ORD-11445,2025-03-30,Supplier A (Germany),Air Freight,Industrial Components,2327.63,30,36,True,6,False,False
ORD-11446,2025-09-25,Supplier B (China),Ocean Cargo,Heavy Machinery,1592.77,7,11,True,4,False,False
ORD-11447,2025-05-23,Supplier B (China),Air Freight,Industrial Components,2532.62,45,43,False,0,False,True
ORD-11448,2025-02-28,Supplier B (China),Ocean Cargo,Heavy Machinery,5830.74,30,31,True,1,False,False
ORD-11449,2025-12-31,Supplier D (India),Ocean Cargo,Electronics,1736.56,7,6,False,0,False,True
ORD-11450,2025-01-26,Supplier B (China),Air Freight,Industrial Components,2961.36,45,47,True,2,False,False
ORD-11451,2025-02-16,Supplier B (China),Ocean Cargo,Heavy Machinery,3038.03,14,14,False,0,False,True
ORD-11452,2025-10-15,Supplier B (China),Ocean Cargo,Electronics,9186.19,45,49,True,4,False,False
ORD-11453,2025-09-23,Supplier D (India),Air Freight,Heavy Machinery,8333.81,7,25,True,18,False,False
ORD-11454,2025-01-16,Supplier D (India),Express Courier,Electronics,5199.87,21,21,False,0,False,True
ORD-11455,2025-07-18,Supplier B (China),Ocean Cargo,Raw Materials,7050.49,7,10,True,3,False,False
ORD-11456,2025-10-09,Supplier D (India),Ocean Cargo,Industrial Components,7162.63,21,24,True,3,False,False
ORD-11457,2025-03-27,Supplier B (China),Ocean Cargo,Industrial Components,3674.25,14,14,False,0,False,True
ORD-11458,2025-09-07,Supplier B (China),Ocean Cargo,Electronics,3184.34,14,16,True,2,False,False
ORD-11459,2025-09-27,Supplier B (China),Air Freight,Raw Materials,16803.61,30,33,True,3,False,False
ORD-11460,2025-12-01,Supplier B (China),Ocean Cargo,Heavy Machinery,670.95,30,32,True,2,False,False
ORD-11461,2025-04-27,Supplier D (India),Ocean Cargo,Raw Materials,2716.11,21,22,True,1,False,False
ORD-11462,2025-01-07,Supplier D (India),Express Courier,Heavy Machinery,4175.44,21,21,False,0,False,True
ORD-11463,2025-05-17,Supplier A (Germany),Express Courier,Heavy Machinery,7692.19,14,16,True,2,False,False
ORD-11464,2025-06-25,Supplier C (USA),Ocean Cargo,Industrial Components,12190.41,45,45,False,0,False,True
ORD-11465,2025-11-24,Supplier C (USA),Air Freight,Electronics,21706.9,21,24,True,3,False,False
ORD-11466,2025-11-11,Supplier A (Germany),Air Freight,Industrial Components,4567.09,21,21,False,0,False,True
ORD-11467,2025-08-03,Supplier A (Germany),Air Freight,Industrial Components,4818.47,45,48,True,3,False,False
ORD-11468,2025-03-23,Supplier B (China),Air Freight,Industrial Components,6568.81,30,31,True,1,False,False
ORD-11469,2025-08-11,Supplier A (Germany),Ocean Cargo,Heavy Machinery,3213.46,30,30,False,0,False,True
ORD-11470,2025-04-13,Supplier A (Germany),Air Freight,Industrial Components,1905.71,21,29,True,8,False,False
ORD-11471,2025-09-30,Supplier B (China),Air Freight,Heavy Machinery,4550.53,30,31,True,1,False,False
ORD-11472,2025-01-14,Supplier B (China),Air Freight,Electronics,8922.2,30,31,True,1,False,False
ORD-11473,2025-06-08,Supplier D (India),Air Freight,Heavy Machinery,4046.72,30,30,False,0,False,True
ORD-11474,2025-06-01,Supplier C (USA),Air Freight,Heavy Machinery,6841.4,14,14,False,0,False,True
ORD-11475,2025-04-18,Supplier E (Vietnam),Air Freight,Raw Materials,1102.07,7,9,True,2,False,False
ORD-11476,2025-07-07,Supplier B (China),Ocean Cargo,Industrial Components,4987.67,21,22,True,1,False,False
ORD-11477,2025-10-28,Supplier D (India),Ocean Cargo,Industrial Components,3559.03,21,30,True,9,True,False
ORD-11478,2025-04-08,Supplier D (India),Air Freight,Industrial Components,1772.07,14,13,False,0,False,True
ORD-11479,2025-05-11,Supplier C (USA),Ocean Cargo,Industrial Components,8314.61,7,10,True,3,False,False
ORD-11480,2025-10-20,Supplier B (China),Ocean Cargo,Raw Materials,21515.23,7,10,True,3,False,False
ORD-11481,2025-06-20,Supplier D (India),Air Freight,Raw Materials,10850.51,14,23,True,9,False,False
ORD-11482,2025-07-02,Supplier A (Germany),Air Freight,Raw Materials,11418.6,45,43,False,0,False,True
ORD-11483,2025-12-30,Supplier B (China),Ocean Cargo,Raw Materials,8690.46,45,57,True,12,False,False
ORD-11484,2025-02-08,Supplier B (China),Ocean Cargo,Industrial Components,8243.34,7,7,False,0,False,True
ORD-11485,2025-01-15,Supplier C (USA),Air Freight,Heavy Machinery,1164.97,45,46,True,1,False,False
ORD-11486,2025-01-04,Supplier A (Germany),Air Freight,Electronics,4436.58,45,49,True,4,False,False
ORD-11487,2025-12-15,Supplier E (Vietnam),Express Courier,Raw Materials,7383.0,45,48,True,3,True,False
ORD-11488,2025-07-29,Supplier C (USA),Air Freight,Heavy Machinery,7518.51,7,7,False,0,False,True
ORD-11489,2025-06-10,Supplier B (China),Air Freight,Raw Materials,13593.74,45,43,False,0,False,True
ORD-11490,2025-01-16,Supplier E (Vietnam),Express Courier,Industrial Components,2151.85,21,29,True,8,False,False
ORD-11491,2025-04-18,Supplier B (China),Express Courier,Industrial Components,7988.97,7,14,True,7,False,False
ORD-11492,2025-11-07,Supplier E (Vietnam),Ocean Cargo,Heavy Machinery,2096.38,14,16,True,2,False,False
ORD-11493,2025-08-15,Supplier B (China),Ocean Cargo,Heavy Machinery,4149.07,45,43,False,0,False,True
ORD-11494,2025-06-19,Supplier A (Germany),Air Freight,Heavy Machinery,4677.08,30,33,True,3,False,False
ORD-11495,2025-02-03,Supplier D (India),Air Freight,Industrial Components,9799.21,7,6,False,0,False,True
ORD-11496,2025-09-08,Supplier C (USA),Ocean Cargo,Industrial Components,8919.21,14,14,False,0,False,True
ORD-11497,2025-09-04,Supplier D (India),Air Freight,Electronics,5411.41,21,21,False,0,False,True
ORD-11498,2025-09-26,Supplier E (Vietnam),Ocean Cargo,Heavy Machinery,878.64,14,16,True,2,False,False
ORD-11499,2025-05-21,Supplier D (India),Rail Freight,Electronics,7015.43,45,43,False,0,False,True
ORD-11500,2025-10-01,Supplier C (USA),Rail Freight,Raw Materials,3967.37,30,33,True,3,False,False
ORD-11501,2025-04-06,Supplier D (India),Air Freight,Electronics,14964.63,45,45,False,0,False,True
ORD-11502,2025-08-15,Supplier C (USA),Ocean Cargo,Raw Materials,12367.1,14,31,True,17,False,False
ORD-11503,2025-02-08,Supplier B (China),Ocean Cargo,Raw Materials,2320.6,7,5,False,0,False,True
ORD-11504,2025-10-29,Supplier D (India),Express Courier,Electronics,7830.17,30,31,True,1,True,False
ORD-11505,2025-01-29,Supplier A (Germany),Air Freight,Heavy Machinery,7954.78,30,33,True,3,False,False
ORD-11506,2025-11-14,Supplier D (India),Air Freight,Raw Materials,7505.17,14,12,False,0,True,False
ORD-11507,2025-09-02,Supplier D (India),Air Freight,Heavy Machinery,6766.0,45,47,True,2,False,False
ORD-11508,2025-08-24,Supplier D (India),Ocean Cargo,Industrial Components,8136.57,14,19,True,5,False,False
ORD-11509,2025-07-04,Supplier C (USA),Ocean Cargo,Raw Materials,16337.01,30,29,False,0,False,True
ORD-11510,2025-09-29,Supplier D (India),Express Courier,Industrial Components,3161.8,14,17,True,3,False,False
ORD-11511,2025-08-24,Supplier B (China),Ocean Cargo,Electronics,2381.18,30,35,True,5,False,False
ORD-11512,2025-08-27,Supplier D (India),Air Freight,Heavy Machinery,9192.77,45,45,False,0,False,True
ORD-11513,2025-09-23,Supplier A (Germany),Ocean Cargo,Electronics,1089.32,7,10,True,3,False,False
ORD-11514,2025-12-25,Supplier A (Germany),Air Freight,Raw Materials,8293.43,7,15,True,8,False,False
ORD-11515,2025-12-06,Supplier B (China),Express Courier,Industrial Components,7197.95,14,14,False,0,False,True
ORD-11516,2025-03-06,Supplier B (China),Rail Freight,Raw Materials,752.65,30,32,True,2,False,False
ORD-11517,2025-06-26,Supplier B (China),Rail Freight,Electronics,2954.04,7,16,True,9,False,False
ORD-11518,2025-01-03,Supplier D (India),Express Courier,Heavy Machinery,17340.15,30,30,False,0,False,True
